Nom municipi,Districte,Secció,Cens electoral,Votants,xcoord,ycoord,MUNICIPI,area,Turnout,Density
TORTOSA,3,2,880,463,0.560641661599615,40.8662044318741,431554.0,46910803.4663086,0.5261363636363636,18.759005068672874
TORTOSA,3,4,1284,659,0.5640173129826189,40.82529203787455,431554.0,57405091.8851318,0.5132398753894081,22.367353797974886
TORTOSA,4,1,1106,564,0.518608776274869,40.8160644754823,431554.0,153662.080078125,0.5099457504520796,7197.611794905331
TORTOSA,4,2,880,413,0.517036960892941,40.8134684479519,431554.0,67691.8289794922,0.4693181818181818,13000.091935270404
TORTOSA,4,3,1023,394,0.506816023834645,40.80275392305,431554.0,2143520.98022461,0.38514173998044965,477.252151687736
TORTOSA,4,4,592,213,0.50906593576604,40.8278856391882,431554.0,130676.84362793,0.3597972972972973,4530.25940606259
TORTOSA,4,5,1149,560,0.488160416891959,40.8344951553571,431554.0,4676745.26977539,0.48738033072236725,245.68368250152378
TORTOSA,4,6,1021,486,0.5034029476188,40.8434201106453,431554.0,8425734.94763184,0.47600391772771794,121.17637290346583
TORTOSA,4,7,801,353,0.4039597352069595,40.805758646804875,431554.0,54318414.8370361,0.44069912609238454,14.746380254341508
TORTOSA,4,8,609,326,0.511244901130102,40.8178968147961,431554.0,217905.901733398,0.535303776683087,2794.7843319319322
TORTOSA,4,9,1062,477,0.515178316384397,40.8170041161629,431554.0,161938.913085938,0.4491525423728814,6558.028455065745
TORÀ,1,1,905,541,1.44217621970687,41.8419265896828,252234.0,93356805.8043213,0.5977900552486188,9.693990622353848
TOSES,1,1,146,98,2.03602155232226,42.3259712898152,172018.0,57672549.9661865,0.6712328767123288,2.5315336340356027
TOSSA DE MAR,1,1,900,462,2.9117872893373997,41.7115045049701,172023.0,4123587.17456055,0.5133333333333333,218.25657174227504
TOSSA DE MAR,1,2,1152,604,2.9431708411885498,41.72508685948548,172023.0,2067567.73999023,0.5243055555555556,557.1764241230827
TOSSA DE MAR,1,3,1871,1013,2.91304443008564,41.7459494311685,172023.0,31962800.2211914,0.5414216996258685,58.53679862378026
TREMP,1,1,613,309,0.894869244531683,42.1659938534061,252347.0,62090.6328125,0.5040783034257749,9872.664719831808
TREMP,1,2,792,444,0.900708886828799,42.1631957814233,252347.0,748963.390014648,0.5606060606060606,1057.4615669592479
TREMP,2,1,1142,624,0.889369042561903,42.1637551565372,252347.0,866403.388549805,0.5464098073555166,1318.0927211186136
TREMP,2,2,1185,671,0.896493659970843,42.1710936414866,252347.0,1222627.71264648,0.5662447257383966,969.2239000823631
TREMP,3,1,455,208,0.8477020459619196,42.2139973947818,252347.0,299647245.17395,0.45714285714285713,1.51845213773237
TÀRREGA,1,1,1659,807,1.11002009874799,41.630704697183,252173.0,6326434.44824219,0.4864376130198915,262.23301823050673
TÀRREGA,1,2,980,528,1.138888844419495,41.66797389864085,252173.0,55900432.1175537,0.5387755102040817,17.53117038414204
TÀRREGA,2,1,1185,687,1.15346257134543,41.6299444596473,252173.0,15413019.541626,0.579746835443038,76.88305310972103
TÀRREGA,2,2,1396,802,1.14921167357245,41.6471553398196,252173.0,466580.284667969,0.5744985673352435,2991.9824001852776
TÀRREGA,2,3,1273,725,1.15407232885989,41.6516633049274,252173.0,735784.844848633,0.5695208169677927,1730.1253333940085
TÀRREGA,3,1,1144,573,1.14157173675511,41.657309403852,252173.0,708724.577026367,0.5008741258741258,1614.1672478749658
TÀRREGA,3,2,667,373,1.15079650105493,41.6557923806832,252173.0,968944.934814453,0.5592203898050975,688.3776116005255
TÀRREGA,3,3,1101,615,1.1290314570902,41.6630423976709,252173.0,6084016.20861816,0.55858310626703,180.965987309568
TÀRREGA,4,1,553,291,1.1392143108165,41.6479648011288,252173.0,89312.5406494141,0.5262206148282098,6191.739659167648
TÀRREGA,4,2,1086,553,1.12235901513274,41.6502415823467,252173.0,1253119.73364258,0.509208103130755,866.6370585699782
TÉRMENS,1,1,976,641,0.786870235114814,41.7198707451533,252206.0,27576778.2174072,0.6567622950819673,35.39209665122964
TÍRVIA,1,1,118,85,1.23413970762926,42.5184220003451,252213.0,8520440.65551758,0.7203389830508474,13.849048983585933
ULLASTRELL,1,1,1567,991,1.96331029984,41.525237089031,82900.0,7349416.10974121,0.6324186343331206,213.21421683050923
ULLASTRET,1,1,194,142,3.07127199772688,41.9998614546677,172057.0,11106542.9299316,0.7319587628865979,17.467181392436643
ULLDECONA,1,1,1271,682,0.401281374089042,40.6371924286086,431567.0,67625414.9051514,0.5365853658536586,18.794709086556466
ULLDECONA,1,2,1630,839,0.426441254675164,40.5963167145847,431567.0,7807363.99682617,0.5147239263803681,208.77725192044633
ULLDECONA,2,1,1092,473,0.486269366476176,40.5953633538395,431567.0,51303291.6047363,0.43315018315018317,21.285183968569903
ULLDEMOLINS,1,1,349,270,0.855602336627965,41.3251757108028,431573.0,38038617.6190186,0.7736389684813754,9.174886519154327
ULLÀ,1,1,624,370,3.10441100729201,42.0511278323138,172044.0,7348744.36523438,0.592948717948718,84.91246517596048
ULTRAMORT,1,1,162,105,3.03742888333057,42.0398814692034,172039.0,4380403.84179688,0.6481481481481481,36.982891498320434
URÚS,1,1,175,122,1.85914280022178,42.3306049864044,172060.0,17360672.3299561,0.6971428571428572,10.08025476628776
VACARISSES,1,1,1165,653,1.93631953490652,41.6216230685681,82917.0,14432928.4775391,0.5605150214592275,80.71819948481027
VACARISSES,1,2,1726,889,1.92695548922368,41.5884072023575,82917.0,13173462.8500977,0.515063731170336,131.02097904251497
VACARISSES,1,3,1469,656,1.89391613785042,41.5974208669959,82917.0,8821790.52038574,0.4465622872702519,166.51948338666364
VACARISSES,1,4,880,347,1.87263643495664,41.6050891043929,82917.0,4198254.44873047,0.39431818181818185,209.61092538497934
LA VAJOL,1,1,62,40,2.7989866676972,42.4056065201268,170144.0,4787959.14501953,0.6451612903225806,12.949149757155478
LA VALL D'EN BAS,1,1,1169,807,2.45904428910135,42.106347857077,172076.0,22545917.4956055,0.6903336184773311,51.849741764905055
LA VALL D'EN BAS,1,2,1275,861,2.41190510706562,42.1320795893506,172076.0,68025696.430542,0.6752941176470588,18.742917263652647
LA VALL DE BIANYA,1,1,1013,586,2.4676821602016448,42.220120329382,172082.0,93618205.1207275,0.5784797630799605,10.82054498581406
LA VALL DE BOÍ,1,1,819,498,0.857216906828284,42.5349326025436,250432.0,219676985.532227,0.608058608058608,3.7282011951126814
VALL DE CARDÓS,1,1,303,213,1.21682362487333,42.586730272266,259010.0,56396304.5997314,0.7029702970297029,5.372692451225663
VALL-LLOBREGA,1,1,640,427,3.12441994108339,41.8860296680512,172095.0,5481893.88183594,0.6671875,116.74797319966684
VALLBONA D'ANOIA,1,1,1062,648,1.7086978373808,41.5278165106996,82922.0,6427953.44006348,0.6101694915254238,165.21588245815173
VALLBONA DE LES MONGES,1,1,212,141,1.12378134083329,41.501974974641,252385.0,34332774.0634766,0.6650943396226415,6.1748578663652705
VALLCEBRE,1,1,237,165,1.81176718394759,42.2062101101324,82938.0,28045288.1622314,0.6962025316455697,8.450617395301645
VALLCLARA,1,1,74,53,0.992634320040038,41.3712012992937,431589.0,13447028.7335205,0.7162162162162162,5.503074431270767
VALLFOGONA DE BALAGUER,1,1,1361,850,0.833904948105537,41.7522415797304,252402.0,27106718.1617432,0.6245407788390889,50.20895528108725
VALLFOGONA DE RIPOLLÈS,1,1,179,133,2.30524645514723,42.1860396591767,171707.0,38957936.4783936,0.7430167597765364,4.594699211013779
VALLFOGONA DE RIUCORB,1,1,76,59,1.23550633715304,41.5562857348976,431592.0,10934186.6845703,0.7763157894736842,6.950677008949085
VALLGORGUINA,1,1,2194,1258,2.49689995255043,41.6468777851008,82943.0,22127438.8442383,0.5733819507748404,99.1529121578067
VALLIRANA,1,1,1583,788,1.91645445726043,41.3779980547168,82956.0,1190711.24902344,0.4977890082122552,1329.4574997072505
VALLIRANA,1,2,1784,859,1.9352215320255,41.3861568232681,82956.0,357321.799560547,0.48150224215246634,4992.698464504702
VALLIRANA,1,3,1421,787,1.927755659953,41.3897104828894,82956.0,2142692.5402832,0.553835327234342,663.18427552475
VALLIRANA,1,4,806,429,1.93723213836893,41.3861187912596,82956.0,347916.592529297,0.532258064516129,2316.647200239894
VALLIRANA,1,5,998,471,1.89516022867024,41.3709722063266,82956.0,2695419.66699219,0.47194388777555113,370.25774213247655
VALLIRANA,1,6,1513,694,1.91716714485976,41.3671722429439,82956.0,5642266.71972656,0.4586913417052214,268.154639820594
VALLIRANA,1,7,1075,505,1.93769546249649,41.3652411623547,82956.0,6636652.50585938,0.4697674418604651,161.9792506916555
VALLIRANA,1,8,742,410,1.8927205188677,41.3836677613643,82956.0,4846812.65539551,0.5525606469002695,153.09029928648053
VALLMOLL,1,1,1331,759,1.25214971047014,41.2457938852997,431606.0,16642887.6306152,0.5702479338842975,79.97410242388327
VALLROMANES,1,1,1873,1244,2.29898547546658,41.5267819605496,82969.0,10569319.916626,0.6641751201281367,177.21102348824633
VALLS,1,1,503,230,1.24972188232271,41.2845436245218,431613.0,52412.5460205078,0.4572564612326044,9596.93886656809
VALLS,2,1,512,178,1.25003240087039,41.2829707350875,431613.0,50624.5999755859,0.34765625,10113.660162192213
VALLS,3,1,1249,582,1.26245819485808,41.2785276934957,431613.0,3916609.02111816,0.46597277822257804,318.898310570561
VALLS,4,1,891,492,1.246164737913,41.2881610031644,431613.0,252149.268188477,0.5521885521885522,3533.6212014464136
VALLS,4,2,1240,579,1.21731222950124,41.3094532002565,431613.0,18496022.8195801,0.4669354838709677,67.04143977846535
VALLS,4,3,1266,593,1.22755157015259,41.2698939998248,431613.0,9337874.70605469,0.4684044233807267,135.57688873027223
VALLS,5,1,1296,661,1.25162939992811,41.2895810884717,431613.0,173016.423706055,0.5100308641975309,7490.618360034015
VALLS,5,2,1806,912,1.25329105104925,41.3196887557818,431613.0,15423348.0061035,0.5049833887043189,117.09519873929509
VALLS,5,3,883,342,1.25549801960982,41.2964035292555,431613.0,203765.910644531,0.3873159682899207,4333.40393987879
VALLS,6,1,1556,798,1.25461432280154,41.2893681896724,431613.0,117656.602416992,0.512853470437018,13224.927186706542
VALLS,6,2,1662,926,1.25597806225469,41.28816657045,431613.0,67401.3173828125,0.5571600481347774,24658.271745053666
VALLS,6,3,1213,739,1.2583823859684,41.2849472593631,431613.0,635048.719726562,0.6092333058532564,1910.0896707929605
VALLS,6,4,791,380,1.25204163545161,41.2860145830766,431613.0,66351.9521484375,0.4804045512010114,11921.276984141106
VALLS,6,5,1268,706,1.27375377635785,41.3048695671285,431613.0,6605587.10046387,0.556782334384858,191.95871324003224
VALLS,6,6,960,486,1.25737160112803,41.2933437334485,431613.0,184357.104614258,0.50625,5207.285078644887
LES VALLS D'AGUILAR,1,1,211,122,1.24230832261977,42.3031508613963,259062.0,123607162.18042,0.5781990521327014,1.7070208253144694
LES VALLS DE VALIRA,1,1,579,238,1.509806671887995,42.403583137006805,252398.0,171022261.335449,0.4110535405872193,3.3855241737467687
VANDELLÒS I L'HOSPITALET DE L'INFANT,1,1,752,522,0.826213453308762,41.0186536988278,431628.0,45147342.317627,0.6941489361702128,16.656572932010544
VANDELLÒS I L'HOSPITALET DE L'INFANT,1,2,995,543,0.854091115753658,40.9759601973283,431628.0,54681038.0622559,0.5457286432160804,18.196435826020064
VANDELLÒS I L'HOSPITALET DE L'INFANT,1,3,1785,919,0.91133836897511,41.0119594065706,431628.0,2529030.4588623,0.5148459383753501,705.8040735511715
VANDELLÒS I L'HOSPITALET DE L'INFANT,1,4,944,501,0.924683534762771,40.9901497475466,431628.0,396385.021118164,0.5307203389830508,2381.522887361048
LA VANSA I FÓRNOLS,1,1,131,90,1.49679565220451,42.2468041416912,259097.0,106062252.955322,0.6870229007633588,1.2351236783097834
VECIANA,1,1,135,90,1.47604554871251,41.6541733972568,82975.0,38957229.8613281,0.6666666666666666,3.465338795405759
EL VENDRELL,1,1,982,448,1.53620235371077,41.2193336603883,431634.0,117741.998535156,0.45621181262729127,8340.269506354518
EL VENDRELL,1,2,968,454,1.53404857329825,41.2190812421462,431634.0,96524.7604980469,0.4690082644628099,10028.5149116696
EL VENDRELL,1,3,1277,617,1.53936015986692,41.2158971068677,431634.0,712300.155883789,0.4831636648394675,1792.7835470084347
EL VENDRELL,2,1,844,354,1.5333722535189,41.2225214133168,431634.0,94130.3909912109,0.4194312796208531,8966.285926495362
EL VENDRELL,2,2,1362,480,1.53401801144695,41.2240186363931,431634.0,115620.667114258,0.3524229074889868,11779.900894829227
EL VENDRELL,2,3,1692,661,1.520482348456655,41.224506459561354,431634.0,7664162.89978027,0.39066193853427894,220.7677501281333
EL VENDRELL,2,4,1648,579,1.54444837156418,41.2247776508798,431634.0,779821.567504883,0.35133495145631066,2113.3039514063976
EL VENDRELL,2,5,1929,750,1.54744794294198,41.2106483522424,431634.0,3944783.72167969,0.38880248833592534,489.000192684488
EL VENDRELL,3,1,1077,555,1.530112590886,41.2201191501885,431634.0,66374.7561035156,0.5153203342618384,16226.048323557694
EL VENDRELL,3,2,1611,565,1.5290174227659,41.2062881692419,431634.0,2063314.95422363,0.3507138423339541,780.782399072068
EL VENDRELL,3,3,1460,683,1.53450574305504,41.1838691292029,431634.0,1334445.76647949,0.4678082191780822,1094.0871758705823
EL VENDRELL,3,4,1222,526,1.52672081623173,41.2201185218369,431634.0,64366.9407958984,0.43044189852700493,18984.901020460933
EL VENDRELL,3,5,920,446,1.52989937277939,41.218508376349,431634.0,64810.8433837891,0.48478260869565215,14195.15550124929
EL VENDRELL,3,6,1477,739,1.51843344469576,41.2097796528686,431634.0,1578239.47692871,0.5003385240352065,935.8529054629122
EL VENDRELL,3,7,964,462,1.50590828279471,41.1797393002519,431634.0,2202610.87658691,0.47925311203319504,437.66241701928817
EL VENDRELL,3,8,1630,674,1.52372032251656,41.2196628892416,431634.0,108882.026489258,0.4134969325153374,14970.331215876215
EL VENDRELL,3,9,1415,713,1.5537651191066,41.1931035442342,431634.0,3054997.27075195,0.503886925795053,463.1755365371293
EL VENDRELL,3,10,678,362,1.52264507902399,41.2215826721312,431634.0,891637.303100586,0.5339233038348082,760.3988725486449
EL VENDRELL,3,11,1016,471,1.5245208848711,41.2171129318906,431634.0,172940.739013672,0.46358267716535434,5874.8447924677785
EL VENDRELL,3,12,1532,695,1.50015734742501,41.1971181873063,431634.0,8882637.40246582,0.4536553524804178,172.471297722309
EL VENDRELL,3,13,861,394,1.52876156960402,41.1928252624162,431634.0,2866158.16491699,0.45760743321718933,300.4021238391554
VENTALLÓ,1,1,602,387,3.04213447412024,42.151677160145,172109.0,25013060.0415039,0.6428571428571429,24.067427136108414
VERDÚ,1,1,703,404,1.12654802604469,41.5952243997915,252424.0,35842563.5167236,0.5746799431009957,19.613552464571647
VERGES,1,1,846,595,3.04337150494463,42.0680002991468,172116.0,9691172.18603516,0.7033096926713948,87.2959414774483
VESPELLA DE GAIÀ,1,1,319,180,1.36143635656066,41.2029478122145,431649.0,18057040.1341553,0.5642633228840125,17.66623973973477
VIC,1,1,1447,863,2.25536299514565,41.929244114227,82981.0,170112.498291016,0.5964063579820318,8506.135730983025
VIC,2,1,699,455,2.2577410981656,41.9311317725068,82981.0,52299.091796875,0.6509298998569385,13365.432859041865
VIC,2,2,1701,1084,2.27006241493313,41.942739309783,82981.0,6717482.87902832,0.6372721928277484,253.21984895718091
VIC,2,3,1404,865,2.25290925213843,41.9326336328086,82981.0,116534.865234375,0.6160968660968661,12047.89654303263
VIC,2,4,1166,648,2.26305275415349,41.9338636404788,82981.0,166604.498535156,0.5557461406518011,6998.610543243866
VIC,2,5,1492,908,2.25882332796963,41.9352464590064,82981.0,411297.362304688,0.6085790884718498,3627.5457533684116
VIC,2,6,1316,739,2.2651818805264,41.9314214646254,82981.0,263327.530517578,0.5615501519756839,4997.578481115755
VIC,3,1,918,620,2.25130385154737,41.9298979421796,82981.0,100379.945922852,0.6753812636165577,9145.252984152214
VIC,3,3,1347,770,2.2520327059707,41.9252414151296,82981.0,142947.881591797,0.5716406829992576,9423.014772940134
VIC,3,4,615,334,2.25565208021259,41.9220979164896,82981.0,64470.4228515625,0.5430894308943089,9539.258047306183
VIC,3,5,1380,548,2.24807519495909,41.9229907284217,82981.0,268978.145996094,0.39710144927536234,5130.528336752087
VIC,3,6,850,458,2.25413401686417,41.9196950125956,82981.0,162073.952270508,0.5388235294117647,5244.519480720231
VIC,3,7,1491,984,2.24389959289952,41.9318404652592,82981.0,531989.354003906,0.6599597585513078,2802.6876642893358
VIC,3,8,1143,516,2.25206504354818,41.9214642854187,82981.0,48034.4775390625,0.45144356955380577,23795.408185099794
VIC,3,9,598,332,2.25800136389051,41.9195412439484,82981.0,70623.4891357422,0.5551839464882943,8467.437779102238
VIC,3,10,693,464,2.24955703446156,41.9256586078738,82981.0,123258.113769531,0.6695526695526696,5622.347923446053
VIC,3,11,709,289,2.25568556889287,41.9234245821632,82981.0,58246.3815917969,0.4076163610719323,12172.429953998237
VIC,3,12,1593,1036,2.25019460536782,41.9329343552956,82981.0,352624.198120117,0.650345260514752,4517.557242221263
VIC,4,1,1666,977,2.25894439368487,41.9263779235976,82981.0,347736.936157227,0.5864345738295318,4790.977968606501
VIC,4,2,1671,798,2.23118636136719,41.9082808126664,82981.0,11195016.2780762,0.47755834829443444,149.26284683233635
VIC,4,3,952,580,2.26068084563056,41.9229770597088,82981.0,126335.537353516,0.6092436974789915,7535.488588108698
VIC,4,4,1123,579,2.26435124869877,41.9275504368484,82981.0,193389.273681641,0.5155832591273375,5806.940471004053
VIC,5,1,582,420,2.21006446302099,41.9220779205383,82981.0,9224146.81176758,0.7216494845360825,63.09526635650697
VIDRERES,1,1,1556,823,2.78243185867669,41.7916406318975,172137.0,598282.129882812,0.5289203084832905,2600.7796694592566
VIDRERES,1,2,973,437,2.77593520477976,41.7886129218115,172137.0,302828.416259766,0.44912641315519014,3213.040612296309
VIDRERES,1,3,1719,846,2.7911183403818,41.7973880690315,172137.0,7338906.12524414,0.49214659685863876,234.2310925720984
VIDRERES,1,4,1431,487,2.81586862938402,41.7700589010276,172137.0,39952918.6630859,0.3403214535290007,35.81715799206825
VIDRÀ,1,1,148,113,2.32744921743439,42.1420966082997,172121.0,34471810.1973877,0.7635135135135135,4.293363161161045
VIELHA E MIJARAN,1,1,1170,515,0.793783754287731,42.7031680740214,252430.0,224474.130859375,0.44017094017094016,5212.181891609431
VIELHA E MIJARAN,1,2,1489,674,0.787154434476325,42.705813603074,252430.0,210771802.348511,0.4526527871054399,7.064512346570627
VIELHA E MIJARAN,1,3,1095,532,0.798262568325311,42.7043778013517,252430.0,519677.123779297,0.4858447488584475,2107.077548529995
VILA-RODONA,1,1,899,574,1.36764116714207,41.308418855999,431704.0,33063335.2329102,0.6384872080088988,27.19023938955692
VILA-SACRA,1,1,501,300,3.02111662714363,42.2623160685917,172305.0,6050619.61425781,0.5988023952095808,82.8014371981727
